temperature_c,ldr_left,ldr_right,avg_light,light_diff,voltage_v,current_a,power_w,fault_type,split
47.39,348.33,377.44,362.88,29.11,7.06,3.16,22.3096,4,validation
36.44,538.43,1.47,269.95,536.96,12.96,1.08,13.9968,2,validation
58.53,748.93,646.91,697.92,102.02,9.54,1.61,15.3594,4,train
25.5,108.4,121.09,114.74,12.69,12.4,0.03,0.372,1,train
42.42,941.68,244.9,593.29,696.78,11.51,1.9,21.869,2,test
58.49,876.19,906.77,891.48,30.58,16.12,3.7,59.644,3,train
21.46,632.94,435.59,534.26,197.35,16.09,0.65,10.4585,0,train
47.11,725.98,702.27,714.12,23.71,14.45,2.53,36.5585,0,train
72.66,826.87,803.99,815.43,22.88,13.38,4.06,54.3228,3,train
41.16,630.5,525.23,577.86,105.27,14.95,2.89,43.2055,0,train
47.5,778.87,882.15,830.51,103.28,13.68,1.82,24.8976,4,train
52.01,1010.72,31.28,521.0,979.44,12.63,0.03,0.3789,2,train
40.85,280.53,438.29,359.41,157.76,12.34,2.04,25.1736,2,test
25.7,422.37,585.44,503.9,163.07,20.65,0.35,7.2275,4,validation
45.96,954.9,0.0,477.45,954.9,11.12,1.52,16.9024,2,train
54.93,552.46,595.5,573.98,43.04,13.62,2.26,30.7812,0,train
46.78,703.31,851.18,777.24,147.87,0.56,5.55,3.108,4,validation
71.24,892.35,791.84,842.1,100.51,14.37,3.1,44.547,3,train
35.3,183.51,477.13,330.32,293.62,11.05,0.22,2.431,2,train
31.37,0.0,0.0,0.0,0.0,11.22,0.35,3.927,1,test
29.88,55.18,486.54,270.86,431.36,13.66,1.42,19.3972,2,train
38.61,38.78,121.81,80.3,83.03,14.91,0.0,0.0,1,train
51.35,535.67,568.35,552.01,32.68,19.56,0.14,2.7384,4,train
39.27,306.73,446.77,376.75,140.04,10.65,2.62,27.903,2,validation
35.8,203.92,639.06,421.49,435.14,9.43,1.97,18.5771,2,train
44.12,503.71,471.54,487.62,32.17,1.55,3.97,6.1535,4,validation
52.47,826.88,743.1,784.99,83.78,14.71,1.81,26.6251,0,train
64.14,755.48,778.93,767.2,23.45,15.64,2.68,41.9152,3,train
40.9,541.75,74.15,307.95,467.6,12.31,0.57,7.0167,2,train
46.86,655.2,685.2,670.2,30.0,15.79,2.06,32.5274,0,train
24.15,91.68,126.36,109.02,34.68,14.04,0.48,6.7392,1,train
86.14,922.57,1003.38,962.98,80.81,11.35,4.55,51.6425,3,validation
47.3,810.56,626.25,718.4,184.31,17.53,2.47,43.2991,0,train
40.31,231.72,37.6,134.66,194.12,13.51,0.12,1.6212,1,train
53.2,134.19,791.19,462.69,657.0,9.87,2.29,22.6023,2,train
22.39,0.0,63.98,31.99,63.98,13.31,0.53,7.0543,1,train
40.38,685.7,333.37,509.54,352.33,8.13,2.07,16.8291,2,train
40.43,176.92,225.49,201.2,48.57,12.51,0.43,5.3793,1,test
37.09,34.98,444.47,239.73,409.49,13.26,1.53,20.2878,2,train
63.65,805.78,760.19,782.98,45.59,13.16,2.36,31.0576,3,test
45.66,555.29,464.37,509.83,90.92,6.17,1.95,12.0315,4,test
57.52,758.13,761.26,759.7,3.13,19.31,0.0,0.0,4,test
65.85,866.19,824.4,845.3,41.79,14.94,3.81,56.9214,3,train
26.72,0.0,510.6,255.3,510.6,11.98,1.21,14.4958,2,train
48.41,411.48,519.76,465.62,108.28,17.44,1.58,27.5552,0,validation
95.0,1019.16,839.32,929.24,179.84,12.87,4.14,53.2818,3,train
36.88,172.74,23.12,97.93,149.62,15.49,0.0,0.0,1,train
34.17,561.99,69.48,315.74,492.51,11.69,1.09,12.7421,2,train
48.13,515.44,585.72,550.58,70.28,15.79,1.99,31.4221,0,train
50.7,609.64,599.69,604.66,9.95,18.62,0.1,1.862,4,validation
33.66,155.9,197.84,176.87,41.94,11.59,0.95,11.0105,1,validation
42.44,531.88,495.46,513.67,36.42,18.43,0.0,0.0,4,train
68.85,757.03,792.24,774.64,35.21,14.96,3.93,58.7928,3,train
42.85,837.91,873.0,855.46,35.09,14.72,3.71,54.6112,0,train
32.68,134.21,115.51,124.86,18.7,15.37,0.42,6.4554,1,train
55.8,944.04,866.29,905.16,77.75,16.05,3.21,51.5205,3,validation
36.55,681.17,113.75,397.46,567.42,6.9,1.24,8.556,2,test
32.55,86.07,55.75,70.91,30.32,12.76,0.16,2.0416,1,train
40.94,59.63,132.03,95.83,72.4,12.79,0.6,7.674,1,validation
52.36,634.01,506.58,570.29,127.43,3.68,4.38,16.1184,4,validation
55.88,661.21,710.74,685.98,49.53,0.0,5.59,0.0,4,validation
40.08,881.71,750.24,815.98,131.47,14.73,2.72,40.0656,0,test
23.79,21.54,0.0,10.77,21.54,13.71,0.18,2.4678,1,test
44.43,599.98,592.03,596.0,7.95,13.88,1.97,27.3436,0,validation
32.4,143.06,74.07,108.56,68.99,13.11,0.58,7.6038,1,train
36.62,88.62,87.14,87.88,1.48,13.82,0.0,0.0,1,train
59.7,647.53,732.01,689.77,84.48,13.94,2.8,39.032,3,validation
47.48,731.57,810.07,770.82,78.5,5.28,1.21,6.3888,4,train
36.43,865.93,401.51,633.72,464.42,11.94,0.42,5.0148,2,train
53.37,724.65,940.9,832.78,216.25,15.46,3.22,49.7812,0,train
76.89,927.28,813.01,870.14,114.27,13.17,4.67,61.5039,3,train
36.23,483.83,432.45,458.14,51.38,14.83,1.93,28.6219,0,train
42.5,833.05,163.36,498.2,669.69,10.75,0.22,2.365,2,train
21.66,96.17,54.65,75.41,41.52,15.7,0.13,2.041,1,train
71.91,764.08,798.92,781.5,34.84,13.02,4.01,52.2102,3,train
34.22,11.48,57.84,34.66,46.36,15.05,0.0,0.0,1,train
30.65,436.3,157.96,297.13,278.34,9.64,0.52,5.0128,2,train
50.19,765.49,311.67,538.58,453.82,7.19,1.73,12.4387,2,train
49.57,806.13,877.54,841.84,71.41,14.53,3.03,44.0259,0,train
48.91,943.22,869.25,906.24,73.97,15.71,3.02,47.4442,0,validation
45.64,574.61,553.26,563.93,21.35,9.36,1.51,14.1336,4,test
43.11,824.36,410.19,617.28,414.17,10.04,0.69,6.9276,2,validation
55.63,777.51,721.27,749.39,56.24,16.9,2.52,42.588,3,validation
41.01,815.32,877.36,846.34,62.04,8.53,0.26,2.2178,4,train
58.47,935.56,948.62,942.09,13.06,16.39,3.77,61.7903,0,train
44.62,913.92,370.99,642.45,542.93,10.35,1.79,18.5265,2,train
30.83,487.8,150.19,319.0,337.61,13.23,0.69,9.1287,2,test
33.05,599.04,524.84,561.94,74.2,16.47,1.64,27.0108,0,train
32.86,301.79,229.82,265.8,71.97,13.22,0.51,6.7422,1,train
45.48,517.55,500.05,508.8,17.5,15.49,2.38,36.8662,0,train
43.6,383.0,494.79,438.9,111.79,16.07,1.71,27.4797,0,train
49.63,493.68,515.13,504.4,21.45,14.57,1.94,28.2658,4,train
45.56,536.86,459.01,497.94,77.85,16.35,2.25,36.7875,0,train
44.97,554.57,635.68,595.12,81.11,4.72,2.46,11.6112,4,train
36.76,222.34,126.93,174.64,95.41,16.18,0.8,12.944,1,train
61.77,741.15,781.06,761.1,39.91,13.9,2.77,38.503,3,test
31.18,188.97,239.37,214.17,50.4,15.82,0.55,8.701,1,train
69.28,916.38,857.59,886.98,58.79,13.87,3.41,47.2967,3,train
64.98,432.41,495.59,464.0,63.18,4.32,3.8,16.416,4,train
74.81,869.65,885.27,877.46,15.62,5.73,4.36,24.9828,4,train
35.08,79.52,153.05,116.28,73.53,17.65,0.56,9.884,1,train
43.11,461.95,533.89,497.92,71.94,16.91,1.31,22.1521,0,train
66.02,925.99,949.0,937.5,23.01,17.12,3.87,66.2544,0,test
52.94,522.13,642.75,582.44,120.62,13.41,2.45,32.8545,4,train
28.37,149.96,81.84,115.9,68.12,16.86,0.0,0.0,1,train
28.71,0.0,10.57,5.28,10.57,12.48,0.0,0.0,1,train
34.08,484.45,410.93,447.69,73.52,12.47,2.09,26.0623,4,train
41.84,601.85,120.81,361.33,481.04,12.26,1.03,12.6278,2,test
43.21,648.35,806.02,727.18,157.67,17.05,2.66,45.353,0,train
47.41,654.35,590.83,622.59,63.52,11.26,1.58,17.7908,4,train
44.76,412.11,563.85,487.98,151.74,14.39,2.26,32.5214,0,test
23.91,145.81,91.61,118.71,54.2,15.38,0.07,1.0766,1,validation
72.73,812.14,774.57,793.36,37.57,14.49,2.6,37.674,3,train
48.83,507.88,466.74,487.31,41.14,15.75,1.57,24.7275,0,test
63.87,810.58,734.16,772.37,76.42,14.14,3.6,50.904,3,train
33.43,90.19,41.6,65.9,48.59,18.0,0.0,0.0,1,train
72.03,853.66,934.15,893.9,80.49,14.08,1.9,26.752,3,train
38.42,187.51,622.03,404.77,434.52,9.29,2.32,21.5528,2,train
40.35,209.05,88.29,148.67,120.76,14.21,0.58,8.2418,1,train
52.58,806.55,866.55,836.55,60.0,16.22,3.84,62.2848,0,test
28.84,241.94,135.22,188.58,106.72,15.75,0.29,4.5675,1,train
60.22,773.17,758.73,765.95,14.44,15.29,3.62,55.3498,3,test
30.51,63.05,422.07,242.56,359.02,9.01,1.2,10.812,2,train
31.65,464.32,126.14,295.23,338.18,14.18,0.99,14.0382,2,train
45.24,828.86,7.47,418.16,821.39,10.34,0.97,10.0298,2,validation
58.37,681.54,291.02,486.28,390.52,7.42,0.82,6.0844,2,test
43.59,694.75,707.8,701.28,13.05,14.42,2.56,36.9152,0,train
58.17,727.36,709.37,718.36,17.99,1.88,5.87,11.0356,4,test
39.36,429.32,491.03,460.17,61.71,16.09,1.85,29.7665,0,train
34.6,522.35,561.82,542.08,39.47,16.77,1.29,21.6333,0,test
42.34,721.31,249.05,485.18,472.26,13.38,1.52,20.3376,2,test
61.77,765.83,796.75,781.29,30.92,13.88,3.34,46.3592,3,validation
40.74,491.34,308.27,399.8,183.07,8.9,1.23,10.947,2,validation
83.54,992.76,1023.0,1007.88,30.24,11.78,2.66,31.3348,3,train
34.75,487.38,479.01,483.2,8.37,15.94,1.05,16.737,0,train
61.22,776.4,734.1,755.25,42.3,13.99,2.06,28.8194,3,validation
33.68,218.53,307.62,263.08,89.09,15.98,0.52,8.3096,1,train
68.89,820.92,855.02,837.97,34.1,14.69,3.54,52.0026,3,train
46.54,739.68,626.25,682.96,113.43,19.4,0.0,0.0,4,validation
77.7,1023.0,829.73,926.36,193.27,14.49,3.82,55.3518,3,train
45.03,118.8,366.39,242.6,247.59,12.85,1.56,20.046,2,train
40.03,72.27,796.88,434.58,724.61,10.76,1.32,14.2032,2,train
37.03,117.58,137.36,127.47,19.78,14.67,0.28,4.1076,1,validation
47.63,202.53,990.1,596.32,787.57,10.29,1.53,15.7437,2,test
27.95,232.19,167.26,199.72,64.93,14.49,0.37,5.3613,1,train
46.57,405.27,986.95,696.11,581.68,9.65,1.12,10.808,2,train
43.36,467.6,461.23,464.42,6.37,7.89,2.87,22.6443,4,train
42.81,582.03,571.92,576.97,10.11,7.43,0.32,2.3776,4,train
71.77,926.15,843.95,885.05,82.2,13.49,3.52,47.4848,3,train
28.38,423.55,527.48,475.52,103.93,17.37,1.45,25.1865,0,train
28.31,88.74,229.84,159.29,141.1,12.63,1.25,15.7875,1,train
55.03,997.71,934.96,966.34,62.75,13.92,2.64,36.7488,0,train
32.43,115.33,121.64,118.48,6.31,14.88,0.0,0.0,1,validation
47.96,738.48,777.6,758.04,39.12,14.64,1.99,29.1336,0,train
34.11,106.06,0.0,53.03,106.06,12.87,0.3,3.861,1,validation
39.31,431.25,525.19,478.22,93.94,16.1,1.67,26.887,0,train
40.99,208.4,723.48,465.94,515.08,10.9,1.4,15.26,2,train
25.59,140.02,512.35,326.18,372.33,11.07,0.93,10.2951,2,train
79.62,926.23,741.58,833.9,184.65,13.57,3.57,48.4449,3,test
44.47,953.29,356.58,654.93,596.71,12.76,1.29,16.4604,2,train
23.81,29.96,0.0,14.98,29.96,14.44,0.0,0.0,1,train
37.17,456.43,470.1,463.26,13.67,2.78,5.72,15.9016,4,train
69.98,952.5,819.3,885.9,133.2,14.7,4.17,61.299,3,test
26.32,524.43,126.89,325.66,397.54,11.61,1.29,14.9769,2,train
54.11,751.11,762.62,756.86,11.51,15.47,2.62,40.5314,0,validation
38.87,791.97,55.86,423.92,736.11,11.67,1.14,13.3038,2,train
57.69,785.42,857.0,821.21,71.58,19.58,0.0,0.0,4,train
45.71,518.36,582.74,550.55,64.38,1.88,4.93,9.2684,4,validation
33.23,83.54,618.09,350.82,534.55,12.37,0.46,5.6902,2,validation
31.67,313.84,232.38,273.11,81.46,14.98,0.23,3.4454,1,train
83.62,835.98,890.94,863.46,54.96,12.63,3.88,49.0044,3,train
46.21,465.27,462.55,463.91,2.72,9.36,0.85,7.956,4,train
36.98,362.13,147.97,255.05,214.16,13.4,1.89,25.326,2,train
47.17,885.83,946.71,916.27,60.88,17.14,2.87,49.1918,0,train
62.95,744.73,823.13,783.93,78.4,14.86,3.16,46.9576,3,train
45.28,308.14,799.08,553.61,490.94,11.34,0.42,4.7628,2,train
47.41,505.37,526.9,516.14,21.53,11.93,2.63,31.3759,4,train
46.52,887.95,35.41,461.68,852.54,8.97,0.64,5.7408,2,train
71.41,805.11,752.19,778.65,52.92,16.0,3.67,58.72,3,train
35.3,462.99,539.91,501.45,76.92,15.13,1.31,19.8203,0,train
46.09,745.3,683.74,714.52,61.56,10.4,2.25,23.4,4,test
40.36,580.52,573.66,577.09,6.86,16.35,1.36,22.236,0,train
42.96,556.89,522.38,539.64,34.51,15.55,1.35,20.9925,0,validation
48.42,845.49,758.29,801.89,87.2,6.97,2.06,14.3582,4,train
39.85,500.92,569.96,535.44,69.04,18.19,1.42,25.8298,0,train
75.44,843.96,783.52,813.74,60.44,15.82,2.98,47.1436,3,test
81.88,894.96,926.9,910.93,31.94,13.76,3.47,47.7472,3,validation
58.09,906.02,885.55,895.78,20.47,14.79,3.69,54.5751,3,train
43.58,19.99,394.48,207.24,374.49,9.79,0.79,7.7341,2,train
60.44,785.75,800.8,793.28,15.05,14.91,2.84,42.3444,3,test
30.66,234.79,666.51,450.65,431.72,7.29,0.0,0.0,2,train
32.98,594.03,446.3,520.16,147.73,17.3,1.59,27.507,0,train
37.48,638.69,100.83,369.76,537.86,11.06,1.56,17.2536,2,train
38.28,443.78,507.73,475.76,63.95,14.9,0.95,14.155,0,train
50.9,756.26,816.51,786.38,60.25,16.17,1.97,31.8549,0,train
92.76,918.88,940.67,929.78,21.79,13.07,4.32,56.4624,3,validation
70.14,692.23,619.1,655.66,73.13,15.99,2.88,46.0512,3,test
35.33,378.09,77.45,227.77,300.64,8.22,0.0,0.0,2,train
36.43,140.23,172.47,156.35,32.24,15.74,0.0,0.0,1,train
37.41,561.82,460.13,510.98,101.69,14.48,1.95,28.236,0,train
30.71,124.8,0.0,62.4,124.8,17.87,0.0,0.0,1,train
46.95,598.88,554.72,576.8,44.16,9.82,1.56,15.3192,4,train
41.13,25.78,803.91,414.84,778.13,10.08,1.17,11.7936,2,train
31.43,0.0,0.0,0.0,0.0,16.99,0.23,3.9077,1,train
79.28,876.64,925.12,900.88,48.48,12.2,2.62,31.964,3,train
32.3,156.29,0.0,78.14,156.29,15.06,0.43,6.4758,1,train
44.71,537.24,557.35,547.3,20.11,1.16,5.78,6.7048,4,train
46.14,77.04,465.76,271.4,388.72,12.52,1.37,17.1524,2,validation
24.57,31.3,87.74,59.52,56.44,14.97,0.38,5.6886,1,test
41.59,517.58,566.62,542.1,49.04,16.21,1.41,22.8561,0,train
52.69,737.75,829.6,783.68,91.85,15.83,2.74,43.3742,0,test
82.64,926.32,912.25,919.29,14.07,10.71,3.75,40.1625,3,train
68.78,799.37,856.04,827.7,56.67,15.26,3.68,56.1568,3,train
46.34,645.07,617.43,631.25,27.64,9.3,1.53,14.229,4,train
48.28,682.71,671.55,677.13,11.16,15.26,1.79,27.3154,0,train
62.66,943.93,922.81,933.37,21.12,14.86,3.89,57.8054,3,test
47.14,451.75,477.06,464.4,25.31,21.51,0.14,3.0114,4,test
45.38,36.74,906.93,471.84,870.19,13.48,1.3,17.524,2,train
52.7,632.96,631.48,632.22,1.48,15.46,2.0,30.92,0,validation
43.44,213.16,741.71,477.44,528.55,6.07,1.54,9.3478,2,validation
76.77,750.78,677.86,714.32,72.92,13.62,2.5,34.05,3,test
20.63,0.0,68.09,34.04,68.09,12.39,0.0,0.0,1,train
26.34,173.19,191.01,182.1,17.82,14.62,0.26,3.8012,1,train
74.34,780.22,792.91,786.56,12.69,14.06,3.05,42.883,3,validation
52.53,873.2,24.39,448.8,848.81,6.62,1.68,11.1216,2,validation
52.85,869.96,791.78,830.87,78.18,9.14,2.45,22.393,4,train
40.74,430.1,417.19,423.64,12.91,17.46,1.03,17.9838,0,train
67.66,738.25,786.07,762.16,47.82,15.64,2.38,37.2232,3,test
60.86,587.68,689.5,638.59,101.82,14.77,3.42,50.5134,3,train
39.59,394.75,48.29,221.52,346.46,10.87,0.72,7.8264,2,train
49.38,932.14,929.12,930.63,3.02,17.19,3.71,63.7749,0,train
35.24,502.58,340.02,421.3,162.56,13.7,2.03,27.811,4,test
81.01,831.13,784.94,808.04,46.19,13.72,3.21,44.0412,3,train
78.52,861.72,808.73,835.22,52.99,13.89,3.95,54.8655,3,train
45.0,525.97,63.71,294.84,462.26,7.66,1.08,8.2728,2,train
40.3,72.55,690.21,381.38,617.66,11.25,0.52,5.85,2,train
54.41,769.83,799.63,784.73,29.8,15.63,1.71,26.7273,0,train
32.02,593.02,72.97,333.0,520.05,10.4,1.44,14.976,2,test
44.92,65.39,39.01,52.2,26.38,14.99,0.0,0.0,1,train
36.5,478.81,485.24,482.02,6.43,16.41,1.84,30.1944,0,train
78.43,782.13,869.31,825.72,87.18,14.33,3.16,45.2828,3,test
53.8,676.94,709.4,693.17,32.46,20.19,0.0,0.0,4,test
50.0,575.57,602.18,588.88,26.61,1.89,5.58,10.5462,4,train
59.21,666.19,875.3,770.74,209.11,15.26,2.42,36.9292,3,test
33.71,285.61,133.22,209.42,152.39,14.62,0.27,3.9474,1,train
31.38,590.6,620.37,605.48,29.77,16.44,1.55,25.482,0,train
53.78,0.0,858.67,429.34,858.67,10.09,0.22,2.2198,2,train
52.93,601.14,744.09,672.62,142.95,9.28,1.64,15.2192,4,train
93.59,811.28,865.86,838.57,54.58,13.75,2.96,40.7,3,test
30.95,523.42,297.85,410.64,225.57,10.07,0.94,9.4658,2,train
42.24,796.65,793.39,795.02,3.26,9.64,1.53,14.7492,4,train
32.2,28.07,3.78,15.92,24.29,14.82,0.02,0.2964,1,train
60.86,840.1,774.79,807.44,65.31,14.57,4.21,61.3397,3,validation
54.48,565.37,555.87,560.62,9.5,0.9,4.48,4.032,4,train
34.25,470.76,498.54,484.65,27.78,16.24,1.19,19.3256,0,train
56.88,275.08,924.8,599.94,649.72,9.26,2.37,21.9462,2,train
47.8,837.48,888.3,862.89,50.82,16.21,3.52,57.0592,0,train
44.57,502.9,405.09,454.0,97.81,15.71,1.75,27.4925,0,train
44.63,773.9,586.98,680.44,186.92,15.24,2.67,40.6908,0,validation
21.18,12.93,66.14,39.53,53.21,15.14,0.04,0.6056,1,train
37.21,50.76,56.06,53.41,5.3,11.55,0.1,1.155,1,train
45.82,740.36,629.24,684.8,111.12,12.42,1.69,20.9898,4,validation
24.83,119.09,50.49,84.79,68.6,14.81,0.19,2.8139,1,train
34.3,689.3,225.22,457.26,464.08,13.58,1.44,19.5552,2,train
34.44,133.88,233.87,183.88,99.99,16.72,0.01,0.1672,1,train
39.46,0.0,390.26,195.13,390.26,12.6,0.94,11.844,2,train
33.87,401.72,533.38,467.55,131.66,15.14,2.03,30.7342,0,test
43.97,752.11,637.84,694.98,114.27,11.16,0.12,1.3392,4,validation
39.31,554.98,633.27,594.12,78.29,9.1,2.35,21.385,4,train
42.71,699.31,702.16,700.73,2.85,21.24,0.0,0.0,4,train
22.1,762.12,274.46,518.29,487.66,14.56,1.29,18.7824,2,validation
50.51,634.67,595.06,614.86,39.61,16.07,1.69,27.1583,0,test
42.52,539.5,508.78,524.14,30.72,2.18,4.75,10.355,4,validation
70.44,859.17,767.46,813.32,91.71,14.88,3.84,57.1392,3,train
66.76,797.75,811.22,804.48,13.47,14.75,2.93,43.2175,3,train
40.25,137.8,476.11,306.96,338.31,12.74,0.12,1.5288,2,train
52.62,778.01,860.28,819.14,82.27,15.46,2.75,42.515,0,train
35.64,480.57,546.21,513.39,65.64,15.97,2.0,31.94,0,train
60.05,738.39,725.8,732.1,12.59,14.0,2.54,35.56,0,train
37.86,33.08,722.54,377.81,689.46,10.67,0.06,0.6402,2,train
43.45,560.83,93.53,327.18,467.3,10.52,2.26,23.7752,2,train
35.18,48.71,69.9,59.31,21.19,13.48,0.12,1.6176,1,train
47.82,472.25,674.09,573.17,201.84,9.24,2.67,24.6708,4,train
47.21,725.9,65.95,395.92,659.95,13.69,0.56,7.6664,2,train
39.18,676.92,316.02,496.47,360.9,14.91,2.37,35.3367,2,train
44.29,422.07,501.68,461.88,79.61,15.35,1.26,19.341,0,test
72.06,761.19,892.1,826.64,130.91,12.38,4.04,50.0152,3,train
35.93,495.23,514.48,504.86,19.25,5.83,0.56,3.2648,4,validation
46.79,884.72,163.48,524.1,721.24,12.43,1.21,15.0403,2,train
60.07,690.76,702.65,696.7,11.89,16.81,2.53,42.5293,3,test
84.44,656.04,704.24,680.14,48.2,13.1,2.48,32.488,3,train
39.0,106.61,82.22,94.42,24.39,16.7,0.3,5.01,1,validation
59.67,797.68,867.56,832.62,69.88,14.05,3.78,53.109,3,validation
48.38,730.35,444.51,587.43,285.84,14.64,1.4,20.496,2,train
52.04,435.52,489.3,462.41,53.78,7.94,2.12,16.8328,4,test
32.31,559.86,547.69,553.78,12.17,3.02,5.59,16.8818,4,train
40.96,515.63,502.13,508.88,13.5,10.58,0.88,9.3104,4,train
41.63,632.31,584.71,608.51,47.6,2.07,4.65,9.6255,4,test
32.64,378.62,417.22,397.92,38.6,0.0,5.34,0.0,4,validation
32.0,210.96,165.6,188.28,45.36,16.66,0.92,15.3272,1,validation
24.15,0.0,0.0,0.0,0.0,16.64,0.14,2.3296,1,train
41.36,2.26,0.0,1.13,2.26,12.68,0.26,3.2968,1,train
88.09,852.73,753.11,802.92,99.62,9.79,2.07,20.2653,4,train
89.98,708.66,725.82,717.24,17.16,13.31,2.6,34.606,3,test
77.73,831.71,815.27,823.49,16.44,12.99,3.01,39.0999,3,train
33.58,358.08,251.67,304.88,106.41,7.17,1.1,7.887,2,train
41.03,201.37,912.66,557.02,711.29,6.78,2.46,16.6788,2,test
89.26,742.84,953.8,848.32,210.96,13.02,3.75,48.825,3,train
45.22,715.42,727.85,721.64,12.43,16.98,2.05,34.809,0,train
59.21,753.35,746.61,749.98,6.74,1.02,3.95,4.029,4,train
35.5,220.11,435.44,327.78,215.33,11.06,1.26,13.9356,2,train
29.99,74.92,180.41,127.66,105.49,12.87,0.52,6.6924,1,train
49.22,474.1,561.87,517.98,87.77,16.82,2.0,33.64,0,train
47.13,709.81,717.41,713.61,7.6,15.63,3.33,52.0479,0,train
49.09,758.47,632.74,695.6,125.73,6.79,2.95,20.0305,4,train
50.65,676.06,342.95,509.5,333.11,11.35,0.48,5.448,2,test
47.58,684.45,653.64,669.04,30.81,19.21,0.13,2.4973,4,train
69.14,794.97,952.24,873.6,157.27,15.81,3.39,53.5959,3,validation
82.58,900.42,861.0,880.71,39.42,15.93,2.52,40.1436,3,train
32.49,188.27,438.97,313.62,250.7,6.61,0.0,0.0,2,train
34.96,130.55,417.33,273.94,286.78,11.15,1.27,14.1605,2,train
41.81,676.58,599.68,638.13,76.9,16.87,0.0,0.0,4,train
69.49,984.15,1008.1,996.12,23.95,13.82,3.58,49.4756,3,train
42.84,478.04,557.55,517.79,79.51,4.37,2.6,11.362,4,train
34.57,229.09,75.55,152.32,153.54,14.84,0.23,3.4132,1,train
64.3,844.03,944.98,894.5,100.95,15.13,3.41,51.5933,3,train
53.83,861.38,901.92,881.65,40.54,13.93,3.31,46.1083,0,train
41.75,613.41,609.16,611.28,4.25,0.32,4.18,1.3376,4,train
30.74,78.52,351.4,214.96,272.88,12.43,0.94,11.6842,2,train
72.24,935.98,912.03,924.0,23.95,15.01,3.41,51.1841,3,train
37.64,318.64,988.75,653.69,670.11,12.26,0.9,11.034,2,train
53.07,501.05,483.5,492.28,17.55,12.21,2.32,28.3272,4,train
23.9,498.24,3.63,250.94,494.61,13.46,1.05,14.133,2,train
41.95,6.25,42.2,24.22,35.95,15.84,0.49,7.7616,1,train
40.66,0.0,556.91,278.46,556.91,7.73,1.19,9.1987,2,validation
42.03,494.63,512.6,503.62,17.97,18.27,1.23,22.4721,0,test
32.07,264.08,193.49,228.78,70.59,10.59,0.68,7.2012,1,train
63.53,509.27,613.3,561.28,104.03,8.95,2.53,22.6435,4,train
49.83,771.18,270.47,520.83,500.71,9.92,0.41,4.0672,2,train
52.49,157.95,700.09,429.02,542.14,12.18,0.88,10.7184,2,train
31.87,30.3,123.07,76.68,92.77,13.89,0.0,0.0,1,train
35.29,521.75,87.37,304.56,434.38,8.06,1.37,11.0422,2,train
34.38,144.08,583.35,363.72,439.27,12.54,1.12,14.0448,2,validation
88.64,817.74,848.41,833.08,30.67,14.9,3.28,48.872,3,test
35.34,84.34,169.79,127.06,85.45,14.63,0.41,5.9983,1,test
24.75,35.51,166.98,101.24,131.47,11.56,0.0,0.0,1,test
50.93,774.7,773.44,774.07,1.26,7.31,2.8,20.468,4,train
31.34,566.89,386.37,476.63,180.52,16.53,1.43,23.6379,0,test
37.52,33.82,145.78,89.8,111.96,14.58,0.0,0.0,1,train
73.92,742.69,676.46,709.58,66.23,13.2,2.4,31.68,3,validation
44.87,507.55,501.19,504.37,6.36,16.12,3.06,49.3272,0,train
49.06,822.94,772.62,797.78,50.32,14.88,2.75,40.92,0,test
33.82,67.04,153.46,110.25,86.42,15.09,0.0,0.0,1,train
46.96,895.86,747.58,821.72,148.28,15.84,3.71,58.7664,0,train
34.9,15.26,0.0,7.63,15.26,12.21,0.0,0.0,1,train
70.01,872.34,836.48,854.41,35.86,13.81,3.38,46.6778,3,train
63.5,699.12,711.1,705.11,11.98,14.57,3.36,48.9552,3,train
35.95,532.08,500.72,516.4,31.36,15.71,1.81,28.4351,0,test
35.08,93.97,6.79,50.38,87.18,15.64,0.0,0.0,1,validation
32.67,444.54,173.3,308.92,271.24,7.26,1.65,11.979,2,train
33.95,65.27,61.01,63.14,4.26,15.43,0.11,1.6973,1,train
82.32,900.68,797.7,849.19,102.98,12.44,3.4,42.296,3,train
52.37,602.73,663.15,632.94,60.42,15.43,1.88,29.0084,0,train
81.83,685.99,774.65,730.32,88.66,15.2,3.5,53.2,3,train
41.48,809.32,15.7,412.51,793.62,11.81,0.55,6.4955,2,train
42.06,818.19,369.17,593.68,449.02,10.61,1.31,13.8991,2,test
34.28,487.22,430.78,459.0,56.44,17.11,1.53,26.1783,0,train
34.67,184.67,136.11,160.39,48.56,12.09,0.04,0.4836,1,train
37.67,115.33,132.16,123.74,16.83,11.05,0.02,0.221,1,validation
32.12,184.48,428.06,306.27,243.58,10.99,1.99,21.8701,2,train
31.28,179.47,85.97,132.72,93.5,13.84,0.21,2.9064,1,train
80.94,799.24,737.91,768.58,61.33,14.19,3.17,44.9823,3,train
27.49,0.0,139.65,69.82,139.65,17.55,0.22,3.861,1,train
55.49,499.44,446.43,472.94,53.01,8.57,3.39,29.0523,4,train
72.01,888.4,939.89,914.14,51.49,13.77,3.61,49.7097,3,train
32.02,207.19,473.52,340.36,266.33,10.58,1.9,20.102,2,train
66.58,687.91,648.52,668.21,39.39,4.92,3.15,15.498,4,train
76.41,910.58,843.77,877.18,66.81,14.36,4.01,57.5836,3,train
